"type","id","status","title","link","hit_count","match_types","needles","images"
"posts","6911","publish","Quy trình đạt chứng nhận ISO cho doanh nghiệp trong ngành Môi trường - Hóa chất","https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-dat-chung-nhan-iso-cho-doanh-nghiep-trong-nganh-moi-truong-hoa-chat/","2","standalone_img_cta_candidate; table_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png | https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-sdt-456.png"
"posts","6913","publish","Quy trình đạt chứng nhận ISO cho doanh nghiệp trong ngành Năng Lượng","https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-dat-chung-nhan-iso-cho-doanh-nghiep-trong-nganh-nang-luong/","2","standalone_img_cta_candidate; table_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png | https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-sdt-456.png"
"posts","6915","publish","Quy trình đạt chứng nhận ISO cho doanh nghiệp trong ngành Viễn thông và thông tin","https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-dat-chung-nhan-iso-cho-doanh-nghiep-trong-nganh-vien-thong-va-thong-tin/","2","standalone_img_cta_candidate; table_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png | https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-sdt-456.png"
"posts","6917","publish","Quy trình đạt chứng nhận ISO cho doanh nghiệp trong ngành Sức khỏe và Y tế","https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-dat-chung-nhan-iso-cho-doanh-nghiep-trong-nganh-suc-khoe-va-y-te/","2","standalone_img_cta_candidate; table_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png | https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-sdt-456.png"
"posts","6919","publish","Quy trình đạt chứng nhận ISO cho doanh nghiệp trong ngành Gỗ và Sản phẩm từ gỗ","https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-dat-chung-nhan-iso-cho-doanh-nghiep-trong-nganh-go-va-san-pham-tu-go/","2","standalone_img_cta_candidate; table_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png | https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-sdt-456.png"
"posts","6921","publish","Quy trình đạt chứng nhận ISO cho doanh nghiệp trong ngành Logistic và giao thông vận tải","https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-dat-chung-nhan-iso-cho-doanh-nghiep-trong-nganh-logistic-va-giao-thong-van-tai/","2","standalone_img_cta_candidate; table_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png | https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-sdt-456.png"
"posts","6923","publish","Quy trình đạt chứng nhận ISO cho doanh nghiệp trong ngành Cơ khí, Điện tử và Kim loại","https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-dat-chung-nhan-iso-cho-doanh-nghiep-trong-nganh-co-khi-dien-tu-va-kim-loai/","2","standalone_img_cta_candidate; table_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png | https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-sdt-456.png"
"posts","6940","publish","Quy trình đạt chứng nhận ISO cho doanh nghiệp trong các ngành khác","https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-dat-chung-nhan-iso-cho-doanh-nghiep-trong-cac-nganh-khac/","2","standalone_img_cta_candidate; table_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-2345.png | https://knacert.com.vn/wp-content/uploads/2025/11/from-dang-ki-sdt-456.png"
"posts","6967","publish","Lợi ích của ISO 22000","https://knacert.com.vn/tin-tuc-tieu-chuan/loi-ich-cua-iso-22000/","2","known_asset_reference; standalone_img_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/phan-loai-nhung-thu-can-thiet-44.png","https://knacert.com.vn/wp-content/uploads/2025/11/phan-loai-nhung-thu-can-thiet-44.png"
"posts","6990","publish","Giấy chứng nhận WRAP - Công Nhận Quốc Tế","https://knacert.com.vn/tin-tuc-tieu-chuan/wrap-certificate-giay-chung-nhan-wrap-la-gi/","3","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png; contact_href+cta_filename+button_dimensions+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/quy-trinh-brc.png | https://knacert.com.vn/wp-content/uploads/2025/11/sedex-banner.jpg | https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-02-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-03-1-2.png"
"posts","7036","publish","Cấu trúc tiêu chuẩn ISO 22000 theo TCVN 22000:2018","https://knacert.com.vn/tin-tuc-tieu-chuan/cau-truc-tieu-chuan-iso-22000-theo-tcvn-220002018/","1","table_cta_candidate","cta_text_or_phone",""
"posts","7179","publish","Dịch vụ Chứng nhận hợp chuẩn vật liệu xây dựng","https://knacert.com.vn/tin-tuc-tieu-chuan/dich-vu-chung-nhan-hop-chuan-vat-lieu-xay-dung/","5","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/44.png; https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png; contact_href+cta_filename+button_dimensions+cta_text_or_phone; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/chung-nhan-hop-chuan-vat-lieu-xay-dng.png | https://knacert.com.vn/wp-content/uploads/2025/11/44.png | https://knacert.com.vn/wp-content/uploads/2025/11/33.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-02-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-03-1-2.png"
"posts","7416","publish","DỊCH VỤ CHỨNG NHẬN ISO 9001:2015 – CÔNG NHẬN QUỐC TẾ","https://knacert.com.vn/tin-tuc-tieu-chuan/dich-vu-chung-nhan-iso-90012015-cong-nhan-quoc-te/","4","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/44.png; https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png; contact_href+cta_filename+button_dimensions+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/cong-ty-tnhh-fore-shot-viet-nam.png | https://knacert.com.vn/wp-content/uploads/2025/11/trao-chung-nhan-cho-cong-ty-co-phan-azuma.png | https://knacert.com.vn/wp-content/uploads/2025/11/44.png | https://knacert.com.vn/wp-content/uploads/2025/11/33.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-02-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-03-1-2.png"
"posts","7692","publish","[IOP Certificate] Giấy chứng nhận BRC IOP là gì?","https://knacert.com.vn/tin-tuc-tieu-chuan/iop-certificate-giay-chung-nhan-brc-iop-la-gi/","3","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/44.png; contact_href+cta_filename+button_dimensions+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/giay-chung-nhan-brc-la-gi.png | https://knacert.com.vn/wp-content/uploads/2025/11/44.png | https://knacert.com.vn/wp-content/uploads/2025/11/33.png"
"posts","7783","publish","Tiêu chuẩn ENplus A1 về viên nén gỗ là gì?","https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-enplus-a1-ve-vien-nen-go-la-gi/","1","table_cta_candidate","cta_text_or_phone",""
"posts","8260","publish","Khóa Đào Tạo Miễn Phí Tiêu Chuẩn ISO 45001:2018","https://knacert.com.vn/tin-tuc-dao-tao/khoa-dao-tao-mien-phi-tieu-chuan-iso-450012018/","2","known_asset_reference; standalone_img_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888-copy.png","https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888-copy.png"
"posts","8504","publish","Chứng chỉ RDS là gì? – KNA CERT","https://knacert.com.vn/cong-cu-cai-tien/chung-chi-rds-la-gi-kna-cert/","3","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png; contact_href+cta_filename+button_dimensions+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/chung-chi-rds.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-02-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-03-1-2.png"
"posts","8623","publish","Đánh giá ISO 9001 theo quy trình chuẩn tại KNA CERT","https://knacert.com.vn/cong-cu-cai-tien/danh-gia-iso-9001-theo-quy-trinh-chuan-tai-kna-cert/","4","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/44.png; https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png; contact_href+cta_filename+button_dimensions+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/banner-chung-nhan-iso-9001-iaf.png | https://knacert.com.vn/wp-content/uploads/2025/11/44.png | https://knacert.com.vn/wp-content/uploads/2025/11/33.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-02-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-03-1-2.png"
"posts","8710","publish","Đăng kí ngay 2 khóa học Miễn Phí ISO 9001 và GRS tại KNA","https://knacert.com.vn/tin-tuc-dao-tao/dang-ki-ngay-2-khoa-hoc-mien-phi-iso-9001-va-grs-tai-kna/","2","known_asset_reference; standalone_img_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888-1.png","https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888-1.png"
"posts","8758","publish","Chương trình tiên quyết của HACCP là gì?","https://knacert.com.vn/tin-tuc-tieu-chuan/chuong-trinh-tien-quyet-cua-haccp-la-gi/","1","table_cta_candidate","cta_text_or_phone",""
"posts","8887","publish","Chương Trình đào tạo trong tháng 5 tại KNA CERT","https://knacert.com.vn/tin-tuc-dao-tao/chuong-trinh-dao-tao-trong-thang-5-tai-kna-cert/","3","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/44.png; contact_href+cta_filename+button_dimensions+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/dang-ki-khoa-hoc-iso-9001.png | https://knacert.com.vn/wp-content/uploads/2025/11/44.png | https://knacert.com.vn/wp-content/uploads/2025/11/33.png"
"posts","8960","publish","EPA là gì? EPA TSCA là gì trong xuất nhập khẩu gỗ?","https://knacert.com.vn/cong-cu-cai-tien/epa-la-gi-epa-tsca-la-gi-trong-xuat-nhap-khau-go/","3","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png; contact_href+cta_filename+button_dimensions+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-02-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-03-1-2.png"
"posts","9196","publish","Giới thiệu các Chương trình trong Quý 3/2023 tại KNA","https://knacert.com.vn/tin-tuc-tieu-chuan/gioi-thieu-cac-chuong-trinh-trong-quy-32023-tai-kna/","3","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/44.png; contact_href+cta_filename+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/44.png | https://knacert.com.vn/wp-content/uploads/2025/11/33.png"
"posts","9555","publish","Lịch đào tạo Public Tháng 9 + 10 - KNA CERT","https://knacert.com.vn/tin-tuc-dao-tao/lich-dao-tao-public-thang-9-10-kna-cert/","2","known_asset_reference; standalone_img_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888-1.png","https://knacert.com.vn/wp-content/uploads/2025/11/lich-dao-tao-public-t9-to-2023.png | https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888-1.png"
"posts","10069","publish","Cập nhật thông tin mới nhất về kiểm tra chất lượng vật liệu xây dựng nhập khẩu","https://knacert.com.vn/tin-tuc-nganh-nghe/cap-nhat-thong-tin-moi-nhat-ve-kiem-tra-chat-luong-vat-lieu-xay-dung-nhap-khau/","1","standalone_img_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/thi-truong-vat-lieu-xay-dung-thoi-bao-gia-austdoor-1.jpg","https://knacert.com.vn/wp-content/uploads/2025/11/thi-truong-vat-lieu-xay-dung-thoi-bao-gia-austdoor-1.jpg"
"posts","12323","publish","Giá dịch vụ chứng nhận HACCP bao gồm khoản phí nào?","https://knacert.com.vn/tin-tuc-tieu-chuan/gia-dich-vu-chung-nhan-haccp-bao-gom-khoan-phi-nao/","1","standalone_img_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/gia-dich-vu-chung-nhan-haccp-bao-gom-khoan-phi-nao-5.jpg","https://knacert.com.vn/wp-content/uploads/2025/11/gia-dich-vu-chung-nhan-haccp-bao-gom-khoan-phi-nao-5.jpg"
"posts","13518","publish","Nhà máy không có HACCP có được không? Các doanh nghiệp nào nên áp dụng HACCP?","https://knacert.com.vn/tin-tuc-nganh-nghe/nha-may-khong-co-haccp-co-duoc-khong-cac-doanh-nghiep-nao-nen-ap-dung-haccp/","2","known_asset_reference; table_cta_candidate","known_cta_asset; contact_href+cta_filename+button_dimensions+cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2025/11/nut-01-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-02-1.png | https://knacert.com.vn/wp-content/uploads/2025/11/nut-03-1-2.png"
"posts","13552","publish","Báo giá kiểm kê khí nhà kính - Tổng hợp thông tin chi tiết","https://knacert.com.vn/tin-tuc-tieu-chuan/bao-gia-kiem-ke-khi-nha-kinh-tong-hop-thong-tin-chi-tiet/","2","standalone_img_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/07/Cac-yeu-to-anh-huong-den-bao-gia-kiem-ke-khi-nha-kinh.jpg; https://knacert.com.vn/wp-content/uploads/2025/07/Tai-sao-doanh-nghiep-can-tim-hieu-ro-ve-bao-gia-kiem-ke-khi-nha-kinh.jpg","https://knacert.com.vn/wp-content/uploads/2025/07/Cac-yeu-to-anh-huong-den-bao-gia-kiem-ke-khi-nha-kinh.jpg | https://knacert.com.vn/wp-content/uploads/2025/07/Tai-sao-doanh-nghiep-can-tim-hieu-ro-ve-bao-gia-kiem-ke-khi-nha-kinh.jpg"
"posts","13661","publish","DANH SÁCH CÁC ĐƠN VỊ KIỂM TOÁN ĐỘC LẬP BSCI - LỰA CHỌN ĐỐI TÁC TIN CẬY","https://knacert.com.vn/tin-tuc-tieu-chuan/danh-sach-cac-don-vi-kiem-toan-doc-lap-bsci-lua-chon-doi-tac-tin-cay/","1","standalone_img_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/11/danh-sach-cac-don-vi.jpg","https://knacert.com.vn/wp-content/uploads/2025/11/danh-sach-cac-don-vi.jpg"
"posts","13906","publish","BSCI MEMBERS LÀ GÌ? CÁCH THAM GIA & LỢI ÍCH KHI TRỞ THÀNH THÀNH VIÊN","https://knacert.com.vn/tin-tuc-tieu-chuan/bsci-members-la-gi-cach-tham-gia-loi-ich-khi-tro-thanh-thanh-vien/","1","standalone_img_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/10/Huong-dan-cach-thuc-dang-ky-tro-thanh-BSCI-members-1024x769.jpg","https://knacert.com.vn/wp-content/uploads/2025/10/Huong-dan-cach-thuc-dang-ky-tro-thanh-BSCI-members-1024x769.jpg"
"posts","13915","publish","Đăng ký ISO 9001: Hướng dẫn chi tiết để thành công","https://knacert.com.vn/tin-tuc-tieu-chuan/dang-ky-iso-9001-huong-dan-chi-tiet-de-thanh-cong/","3","standalone_img_cta_candidate","https://knacert.com.vn/wp-content/uploads/2025/10/Nhung-sai-lam-thuong-gap-khi-dang-ky-ISO-9001.jpg; https://knacert.com.vn/wp-content/uploads/2025/10/Quy-trinh-dang-ky-ISO-9001-gom-nhung-buoc-nao.jpg; https://knacert.com.vn/wp-content/uploads/2025/10/Thu-tuc-dang-ky-ISO-9001-Huong-dan-chi-tiet-tung-giai-doan.jpg","https://knacert.com.vn/wp-content/uploads/2025/10/Nhung-sai-lam-thuong-gap-khi-dang-ky-ISO-9001.jpg | https://knacert.com.vn/wp-content/uploads/2025/10/Quy-trinh-dang-ky-ISO-9001-gom-nhung-buoc-nao.jpg | https://knacert.com.vn/wp-content/uploads/2025/10/Thu-tuc-dang-ky-ISO-9001-Huong-dan-chi-tiet-tung-giai-doan.jpg"
"posts","24398","publish","Khóa đào tạo ISO 14001:2015 – Nhận thức và đánh giá viên nội bộ theo ISO 14001:2015","https://knacert.com.vn/tin-tuc-tieu-chuan/khoa-dao-tao-iso-140012015/","3","known_asset_reference; standalone_img_cta_candidate; table_cta_candidate","known_cta_asset; https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888.png; cta_text_or_phone","https://knacert.com.vn/wp-content/uploads/2026/03/khoa-hoc-dao-tao-iso-14001-2015-3.png | https://knacert.com.vn/wp-content/uploads/2025/11/dang-ky-button-win2888.png"
