"PostID","PostTitle","PostURL","LinkHref","LinkText"
"2982","Những câu hỏi thường gặp về CE MARKING","https://knacert.com.vn/phat-trien-ben-vung/nhung-cau-hoi-thuong-gap-ve-ce-marking/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"24458","Nhiều Doanh Nghiệp Việt áp dụng thành công tiêu chuẩn ISO 45001:2018","https://knacert.com.vn/tin-tuc-nganh-nghe/nhieu-doanh-nghiep-viet-ap-dung-thanh-cong-tieu-chuan-iso-450012018/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"2877","Câu hỏi cần biết về tiêu chuẩn ISO 45001","https://knacert.com.vn/phat-trien-ben-vung/cau-hoi-can-biet-ve-tieu-chuan-iso-45001/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"2846","Xu hướng áp dụng C-TPAT cho Doanh Nghiệp Dịch Vụ Bảo Vệ","https://knacert.com.vn/tin-tuc-tieu-chuan/xu-huong-dao-tao-c-tpat-cho-doanh-nghiep-dich-vu-bao-ve/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"24398","Khóa đào tạo ISO 14001:2015 – Nhận thức và đánh giá viên nội bộ theo ISO 14001:2015","https://knacert.com.vn/tin-tuc-tieu-chuan/khoa-dao-tao-iso-140012015/","https://drive.google.com/file/d/1LQCPSJpOpBYAjM0_oKFBUn6lpY4djmep/view","Tại Đây"
"2801","KHOÁ HỌC NHẬN THỨC VÀ ĐÁNH GIÁ NỘI BỘ TÍCH HỢP VỀ THỰC PHẨM (HACCP, ISO 22000)","https://knacert.com.vn/su-kien-va-chuong-trinh/khoa-hoc-nhan-thuc-va-danh-gia-noi-bo-tich-hop-ve-thuc-pham-haccp-iso-22000-brc/","https://drive.google.com/file/d/1LQCPSJpOpBYAjM0_oKFBUn6lpY4djmep/view","Tại Đây"
"2728","Nhiều đơn vị Việt Nam đạt chứng nhận ISO 45001:2018","https://knacert.com.vn/tin-tuc-tieu-chuan/nhieu-don-vi-viet-nam-dat-chung-nhan-iso-450012018/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"2723","Sự khác biệt chính của ISO 45001:2018 và OHSAS 18001","https://knacert.com.vn/tin-tuc-tieu-chuan/su-khac-biet-chinh-cua-iso-450012018-va-ohsas-18001/","https://preview.pagedemo.me/60ec13b9ed92520020b9bc56","Tại đây."
"2634","Chứng nhận tiêu chuẩn Organic cho Doanh Nghiệp","https://knacert.com.vn/tin-tuc-tieu-chuan/chung-nhan-tieu-chuan-organic-co-doanh-nghiep/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"2632","Tiêu chuẩn FSSC 22000 phiên bản 4.1 có gì mới?","https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-fssc-22000-phien-ban-41-co-gi-moi/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"2592","Những câu hỏi về tiêu chuẩn Dệt may Hữu cơ Toàn cầu GOTS","https://knacert.com.vn/tin-tuc-tieu-chuan/nhung-cau-hoi-ve-tieu-chuan-det-may-huu-co-toan-cau-gots/","https://forms.gle/FymJZXDpGBgv7srd9","Tại đây"
"2578","Những Câu Hỏi Thường Gặp về Chứng Nhận FSSC 22000","https://knacert.com.vn/tin-tuc-tieu-chuan/nhung-cau-hoi-thuong-gap-ve-chung-nhan-fssc-22000/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"24501","Các bước Xây dựng Hệ thống Quản lý Chất lượng theo ISO 22000","https://knacert.com.vn/cong-cu-cai-tien/xay-dung-he-thong-quan-ly-chat-luong-theo-tieu-chuan-iso-22000-bang-cac-buoc-co-ban/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"2428","Nên lựa chọn tiêu chuẩn GAP hay tiêu chuẩn BRC","https://knacert.com.vn/tin-tuc-tieu-chuan/nen-lua-chon-tieu-chuan-gap-hay-tieu-chuan-brc/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"2344","Lợi ích khi thực hiện trách nhiệm xã hội của Doanh Nghiệp","https://knacert.com.vn/tin-tuc-tieu-chuan/loi-ich-khi-thuc-hien-trach-nhiem-xa-hoi-cua-doanh-nghiep/","https://forms.gle/FymJZXDpGBgv7srd9","Tại đây"
"2287","Đáp ứng nhu cầu về chất lượng: Chứng nhận IATF 16949 phiên bản mới","https://knacert.com.vn/tin-tuc-tieu-chuan/dap-ung-nhu-cau-ve-chat-luong-chung-nhan-iatf-16949-phien-ban-moi/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"2258","YÊU CẦU, THAY ĐỔI MỚI CỦA BRC FOOD ISSUE 8  PHÁT HÀNH 01-08-2018","https://knacert.com.vn/tin-tuc-tieu-chuan/yeu-cau-thay-doi-moi-cua-brc-food-issue-8-phat-hanh-01-08-2018/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"2188","Đánh giá GRS &#8211; Tiêu chuẩn tái chế toàn cầu quan trọng cho ngành dệt may hiện nay","https://knacert.com.vn/tin-tuc-nganh-nghe/tu-van-grs-tieu-chuan-tai-che-toan-cau-quan-trong-cho-nganh-det-may-hien-nay/","/hinh-anh-hoat-dong/dao-tao-nhan-thuc-tieu-chuan-grs-cho-cong-ty-tnhh-dk-vina/","tại đây"
"2172","Đánh giá WCA cho Doanh Nghiệp sản xuất đồ chơi, quà tặng, dệt may, sản phẩm điện tử đồ gia dụng","https://knacert.com.vn/tin-tuc-tieu-chuan/danh-gia-wca-cho-doanh-nghiep-san-xuat-do-choi-qua-tang-det-may-san-pham-dien-tu-do-gia-dung/","https://forms.gle/FymJZXDpGBgv7srd9","Tại đây"
"2167","Những điều bạn cần biết về IATF 16949:2016","https://knacert.com.vn/tin-tuc-tieu-chuan/nhung-dieu-ban-can-biet-ve-iatf-169492016/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"2068","Sự khác biệt giữa Tiêu chuẩn ISO 45001 và OHSAS 18001","https://knacert.com.vn/tin-tuc-tieu-chuan/su-khac-biet-giua-tieu-chuan-iso-45001-va-ohsas-18001/","/tu-van-iso-450012018-he-thong-quan-ly-an-toan-va-suc-khoe-nghe-nghiep","chứng nhận ISO 45001:2018 thì bộ tài liệu sau rất cần thiết cho anh chị tìm hiểu và áp dụng ISO 45001: danh mục tài liệu, quy trình thủ tục, hệ thống biểu mẫu. KNA gửi tặng anh chị: Tại đây."
"1941","5 yếu tố cần thiết cho sự thành công của hệ thống ISO 14001","https://knacert.com.vn/tin-tuc-tieu-chuan/5-yeu-to-can-thiet-cho-su-thanh-cong-cua-he-thong-iso-14001/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"1939","Để làm Tiêu chuẩn ISO 14001:2015 cần thời gian bao lâu ?","https://knacert.com.vn/phat-trien-ben-vung/de-lam-tieu-chuan-iso-140012015-can-thoi-gian-bao-lau/","https://knacert.com.vn/","KNA gửi tặng anh chị: Tại đây"
"1938","Câu hỏi về Hệ Thống Quản Lý Môi Trường ISO 14001","https://knacert.com.vn/phat-trien-ben-vung/cau-hoi-ve-he-thong-quan-ly-moi-truong-iso-14001/","https://preview.pagedemo.me/60ebb4d7ed92520020aae0ab","Tại đây."
"1921","Chứng nhận IATF 16949: 2016 &#8211; Các Câu Hỏi Thường Gặp","https://knacert.com.vn/phat-trien-ben-vung/chung-nhan-iatf-16949-2016-cac-cau-hoi-thuong-gap/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"1881","Câu hỏi thường gặp về C-TPAT 9 (P2)","https://knacert.com.vn/phat-trien-ben-vung/cau-hoi-thuong-gap-ve-c-tpat-9-p2/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"1876","Tiêu chuẩn ISO 22000 ‘bệ đỡ’ cho sản phẩm thực phẩm an toàn, chất lượng","https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-iso-22000-be-do-cho-san-pham-thuc-pham-an-toan-chat-luong/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"1860","Chứng Nhận FSSC 22000 cho Doanh Nghiệp sản xuất bao bì thực phẩm","https://knacert.com.vn/tin-tuc-tieu-chuan/chung-nhan-fssc-22000-cho-doanh-nghiep-san-xuat-bao-bi-thuc-pham/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"1853","Chương trình an ninh chuỗi cung ứng: Tác động tích cực cho người gửi hàng","https://knacert.com.vn/tin-tuc-tieu-chuan/chuong-trinh-an-ninh-chuoi-cung-ung-tac-dong-tich-cuc-cho-nguoi-gui-hang/","https://forms.gle/FymJZXDpGBgv7srd9","Tại đây"
"1817","10 Câu Hỏi Thường Gặp Trong Quá Trình Chứng Nhận FSSC 22000","https://knacert.com.vn/phat-trien-ben-vung/10-cau-hoi-thuong-gap-trong-qua-trinh-tu-van-chung-nhan-fssc-22000/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"1786","Độc đáo nét ăn uống kỹ tính như người Do Thái","https://knacert.com.vn/tin-tuc-tieu-chuan/doc-dao-net-an-uong-ky-tinh-nhu-nguoi-do-thai/","/dich-vu-chung-nhan/dao-tao-va-chung-nhan-kosher","tại đây"
"1764","Giấy chứng nhận Kosher mở rộng thị trường tiềm năng","https://knacert.com.vn/tin-tuc-tieu-chuan/giay-chung-nhan-kosher-mo-rong-thi-truong-tiem-nang/","https://forms.gle/FymJZXDpGBgv7srd9","Tại đây"
"1698","Miễn chứng nhận hợp quy cho sơn Epoxy, sơn Alkyd","https://knacert.com.vn/tin-tuc-tieu-chuan/mien-chung-nhan-hop-quy-cho-son-epoxy-son-alkyd/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"1697","Câu hỏi thường gặp về tiêu chuẩn C-TPAT","https://knacert.com.vn/phat-trien-ben-vung/cau-hoi-thuong-gap-ve-tieu-chuan-c-tpat/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"1636","Quy trình cấp chứng nhận thực phẩm hữu cơ của USDA","https://knacert.com.vn/cong-cu-cai-tien/quy-trinh-cap-chung-nhan-thuc-pham-huu-co-cua-usda/","/contact","Tại đây"
"1635","Tổ chức nào đánh giá &#8211; chứng nhận Organic uy tín nhất ?","https://knacert.com.vn/phat-trien-ben-vung/to-chuc-nao-dao-tao-chung-nhan-organic-uy-tin-nhat/","/tin-tuc-tieu-chuan/mot-so-loai-chung-nhan-huu-co-organic-noi-tieng-tren-the-gioi/","tại đây"
"1611","Thủy điện Văn Chấn: Kết quả từ việc triển khai áp dụng 5S","https://knacert.com.vn/cong-cu-cai-tien/thuy-dien-van-chan-ket-qua-tu-viec-trien-khai-ap-dung-5s/","/dao-tao-thuc-hanh-5s","Tại đây"
"1496","Một số loại chứng nhận hữu cơ ( Organic ) nổi tiếng trên thế giới.","https://knacert.com.vn/tin-tuc-tieu-chuan/mot-so-loai-chung-nhan-huu-co-organic-noi-tieng-tren-the-gioi/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"1455","Dời thời gian thực hiện chứng nhận hợp quy sản phẩm dệt may cho doanh nghiệp may mặc","https://knacert.com.vn/tin-tuc-tieu-chuan/doi-thoi-gian-thuc-hien-chung-nhan-hop-quy-san-pham-det-may-cho-doanh-nghiep-may-mac/","https://docs.google.com/forms/d/e/1FAIpQLSeBs1lSrzGSjPejJe4kj2yMlzeI4yPDHQ5MZLs62mlidQ-N6A/viewform","Tại đây"
"1451","5S và Kaizen: Đòn bẩy tăng năng suất lao động","https://knacert.com.vn/cong-cu-cai-tien/5s-va-kaizen-don-bay-tang-nang-suat-lao-dong/","/dao-tao-thuc-hanh-kaizen","tại đây"
"1436","Những yêu cầu cơ bản về thực phẩm theo chuẩn Kosher","https://knacert.com.vn/phat-trien-ben-vung/nhung-yeu-cau-co-ban-ve-thuc-pham-theo-chuan-kosher/","https://forms.gle/FymJZXDpGBgv7srd9","Tại đây"
"1427","An toàn vệ sinh lao động khi làm việc trong điều kiện thiếu dưỡng khí","https://knacert.com.vn/tin-tuc-tieu-chuan/an-toan-ve-sinh-lao-dong-khi-lam-viec-trong-dieu-kien-thieu-duong-khi/","https://bit.ly/2MRCged","tại đây"
"1372","10 Lý do tại sao các tổ chức cần chứng nhận ISO 14001:2015","https://knacert.com.vn/phat-trien-ben-vung/10-ly-do-tai-sao-cac-to-chuc-can-chung-nhan-iso-140012015/","https://forms.gle/JayprDgjaK8YX7Z99","Tại đây"
"1372","10 Lý do tại sao các tổ chức cần chứng nhận ISO 14001:2015","https://knacert.com.vn/phat-trien-ben-vung/10-ly-do-tai-sao-cac-to-chuc-can-chung-nhan-iso-140012015/","https://preview.pagedemo.me/60ebb4d7ed92520020aae0ab","Tại đây."
"1346","Muốn trở thành thành viên của sedex cần làm những gì","https://knacert.com.vn/phat-trien-ben-vung/muon-tro-thanh-thanh-vien-cua-sedex-can-lam-nhung-gi/","https://forms.gle/FymJZXDpGBgv7srd9","Tại đây"
"1346","Muốn trở thành thành viên của sedex cần làm những gì","https://knacert.com.vn/phat-trien-ben-vung/muon-tro-thanh-thanh-vien-cua-sedex-can-lam-nhung-gi/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"1338","Đào tạo, hướng dẫn áp dụng và đánh giá nội bộ tiêu chuẩn EICC (RBA)","https://knacert.com.vn/su-kien-va-chuong-trinh/dao-tao-huong-dan-ap-dung-va-danh-gia-noi-bo-tieu-chuan-eicc-rba/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"1336","Sự khác nhau giữa ISO 9000 và tiêu chuẩn TQM","https://knacert.com.vn/phat-trien-ben-vung/su-khac-nhau-giua-iso-9000-va-tieu-chuan-tqm/","/quan-ly-chat-luong-toan-dien-tqm","Tại đây"
"1322","Chứng chỉ ISO 9001:2015 có hiệu lực trong bao lâu ?","https://knacert.com.vn/phat-trien-ben-vung/chung-chi-iso-90012015-co-hieu-luc-trong-bao-lau/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"1308","Tổ chức nào đánh giá &#8211; chứng nhận WRAP uy tín ?","https://knacert.com.vn/phat-trien-ben-vung/to-chuc-nao-tu-van-dao-tao-wrap-uy-tin/","/tin-tuc-nganh-nghe/kna-cert-dao-tao-wrap-cho-cong-ty-co-phan-may-van-phu-dat-hang-gold/","xem tại đây"
"1308","Tổ chức nào đánh giá &#8211; chứng nhận WRAP uy tín ?","https://knacert.com.vn/phat-trien-ben-vung/to-chuc-nao-tu-van-dao-tao-wrap-uy-tin/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"1288","EICC trở thành RBA &#8211; Liên minh các doanh nghiệp kinh doanh có trách nhiệm","https://knacert.com.vn/tin-tuc-tieu-chuan/eicc-tro-thanh-rba-lien-minh-cac-doanh-nghiep-kinh-doanh-co-trach-nhiem/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"1280","Một số câu hỏi thường gặp về Sedex &#8211; Smeta về trách nhiệm xã hội","https://knacert.com.vn/phat-trien-ben-vung/mot-so-cau-hoi-thuong-gap-ve-sedex-smeta-ve-trach-nhiem-xa-hoi/","https://forms.gle/FymJZXDpGBgv7srd9","Tại đây"
"1280","Một số câu hỏi thường gặp về Sedex &#8211; Smeta về trách nhiệm xã hội","https://knacert.com.vn/phat-trien-ben-vung/mot-so-cau-hoi-thuong-gap-ve-sedex-smeta-ve-trach-nhiem-xa-hoi/","https://docs.google.com/forms/d/e/1FAIpQLSe8daP2_zhQj0b5yB2GXVMbnHQ8IFR2DomCFKBTToQTuE9JLg/viewform","Tại đây."
"1277","List câu hỏi về HACCP &#8211; Hệ Thống Quản Lý An Toàn Thực Phẩm","https://knacert.com.vn/phat-trien-ben-vung/list-cau-hoi-ve-haccp-he-thong-quan-ly-an-toan-thuc-pham/","/","KNA gửi tặng anh chị: Tại đây"
"1254","15 câu hỏi chính liên quan đến phiên bản mới tiêu chuẩn ISO 9001 và 14001 năm 2015","https://knacert.com.vn/phat-trien-ben-vung/15-cau-hoi-chinh-lien-quan-den-phien-ban-moi-tieu-chuan-iso-9001-va-14001-nam-2015/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"1252","CÁC CÂU HỎI THƯỜNG GẶP VỀ ISO 9001","https://knacert.com.vn/phat-trien-ben-vung/cac-cau-hoi-thuong-gap-ve-iso-9001/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
"1247","ISO 14001:2015: Chìa khóa hội nhập cho doanh nghiệp Việt","https://knacert.com.vn/tin-tuc-tieu-chuan/iso-140012015-chia-khoa-hoi-nhap-cho-doanh-nghiep-viet/","/","KNA gửi tặng anh chị: Tại đây"
"1197","Huấn Luyện Cấp chứng chỉ An toàn Lao động theo NĐ 44 mới nhất","https://knacert.com.vn/tin-tuc-dao-tao/tai-sao-phai-huan-luyen-an-toan-lao-dong/","https://docs.google.com/forms/d/e/1FAIpQLSfPoYmu6c2jURmdVK0az4Nmmzte8zPzBlzPtZRk-EplfFRCow/viewform","Tại đây"
"1197","Huấn Luyện Cấp chứng chỉ An toàn Lao động theo NĐ 44 mới nhất","https://knacert.com.vn/tin-tuc-dao-tao/tai-sao-phai-huan-luyen-an-toan-lao-dong/","/dich-vu-chung-nhan/huan-luyen-an-toan-lao-dong","Tại đây"
"1129","Doanh nghiệp cần chuẩn bị gì khi áp dụng ISO 9001","https://knacert.com.vn/phat-trien-ben-vung/doanh-nghiep-can-chuan-bi-gi-khi-ap-dung-iso-9001/","http://tailieuiso9001.knacert.com.vn/","Tại đây."
